"happy","goodlife","satfin","degree","realinc","age","sex","polviews"
2,NA,3,1,8122,32,"female",NA
3,NA,3,0,13537,45,"female",NA
3,NA,3,0,8122,46,"male",NA
2,NA,3,0,2707,60,"male",NA
2,NA,3,1,30458,60,"female",NA
2,NA,2,0,13537,76,"female",NA
3,NA,3,1,24366,31,"female",NA
1,NA,2,0,NA,45,"male",NA
2,NA,2,1,24366,20,"male",NA
2,NA,2,4,37226,36,"male",NA
2,NA,2,0,24366,56,"male",NA
2,NA,2,1,24366,22,"female",NA
2,NA,1,1,50763,29,"female",NA
1,NA,1,1,50763,45,"male",NA
2,NA,2,1,43994,44,"female",NA
2,NA,3,3,24366,45,"male",NA
2,NA,3,1,13537,49,"female",NA
1,NA,1,0,2707,82,"female",NA
1,NA,2,1,30458,33,"male",NA
1,NA,2,1,37226,43,"female",NA
2,NA,1,1,37226,38,"female",NA
1,NA,2,3,NA,51,"female",NA
1,NA,2,1,37226,26,"female",NA
1,NA,1,0,24366,19,"male",NA
2,NA,2,3,24366,33,"male",NA
1,NA,1,3,30458,57,"male",NA
2,NA,3,0,30458,46,"male",NA
1,NA,1,1,37226,46,"male",NA
2,NA,2,0,2707,80,"female",NA
2,NA,2,0,30458,55,"female",NA
2,NA,1,1,24366,29,"male",NA
2,NA,2,0,18951,29,"female",NA
2,NA,2,0,2707,82,"female",NA
2,NA,2,0,8122,66,"male",NA
2,NA,1,0,13537,68,"male",NA
2,NA,1,0,37226,47,"male",NA
2,NA,1,1,74452,44,"male",NA
2,NA,2,1,50763,29,"male",NA
1,NA,1,3,37226,53,"female",NA
1,NA,1,1,NA,49,"female",NA
3,NA,3,1,8122,25,"female",NA
1,NA,1,3,NA,31,"female",NA
1,NA,2,3,24366,29,"male",NA
1,NA,2,0,30458,21,"female",NA
1,NA,2,0,37226,25,"female",NA
2,NA,2,1,30458,25,"female",NA
3,NA,3,1,37226,21,"male",NA
2,NA,1,0,43994,27,"male",NA
2,NA,2,1,37226,41,"male",NA
2,NA,3,1,30458,58,"male",NA
1,NA,2,1,60915,46,"female",NA
2,NA,3,1,24366,30,"male",NA
2,NA,1,0,13537,81,"female",NA
2,NA,2,1,24366,21,"male",NA
2,NA,2,1,8122,31,"male",NA
3,NA,2,0,13537,49,"male",NA
3,NA,2,0,2707,64,"female",NA
3,NA,3,0,2707,75,"female",NA
3,NA,1,0,2707,30,"female",NA
3,NA,2,1,NA,19,"female",NA
2,NA,2,0,30458,59,"male",NA
2,NA,2,0,8122,71,"female",NA
2,NA,1,0,13537,73,"male",NA
2,NA,2,1,30458,19,"male",NA
3,NA,3,0,18951,54,"male",NA
2,NA,2,1,NA,56,"male",NA
2,NA,2,0,43994,54,"female",NA
2,NA,3,1,37226,32,"female",NA
2,NA,2,1,30458,63,"female",NA
2,NA,2,1,37226,48,"female",NA
3,NA,3,1,18951,22,"male",NA
1,NA,2,1,13537,70,"male",NA
2,NA,1,1,37226,64,"male",NA
2,NA,3,0,18951,23,"female",NA
2,NA,3,0,18951,59,"male",NA
3,NA,3,1,30458,43,"female",NA
1,NA,1,0,24366,59,"male",NA
1,NA,1,0,50763,21,"female",NA
2,NA,2,1,30458,33,"male",NA
2,NA,2,1,30458,47,"male",NA
2,NA,2,0,30458,40,"female",NA
3,NA,3,3,13537,26,"female",NA
1,NA,1,1,60915,56,"female",NA
2,NA,3,1,50763,35,"male",NA
1,NA,1,0,2707,78,"female",NA
3,NA,1,0,30458,83,"female",NA
2,NA,3,3,37226,54,"male",NA
1,NA,2,1,NA,34,"male",NA
2,NA,3,1,43994,33,"female",NA
2,NA,2,1,24366,28,"male",NA
1,NA,2,0,18951,70,"female",NA
2,NA,3,1,8122,49,"female",NA
2,NA,1,1,24366,23,"female",NA
2,NA,3,1,8122,47,"female",NA
2,NA,1,0,2707,57,"female",NA
1,NA,2,1,13537,25,"male",NA
3,NA,1,0,8122,60,"male",NA
2,NA,2,1,24366,24,"male",NA
2,NA,3,1,24366,33,"male",NA
2,NA,2,1,43994,25,"male",NA
2,NA,2,1,43994,21,"male",NA
1,NA,2,4,74452,43,"male",NA
1,NA,1,3,37226,53,"male",NA
1,NA,2,4,NA,43,"male",NA
1,NA,2,1,37226,49,"female",NA
1,NA,1,1,37226,36,"female",NA
2,NA,1,1,50763,32,"female",NA
1,NA,1,1,43994,34,"female",NA
3,NA,1,1,NA,78,"female",NA
1,NA,2,0,2707,73,"male",NA
3,NA,1,1,NA,73,"female",NA
1,NA,1,1,2707,70,"female",NA
1,NA,1,1,24366,27,"male",NA
1,NA,1,0,2707,82,"female",NA
2,NA,1,1,8122,22,"male",NA
1,NA,3,0,2707,67,"male",NA
1,NA,1,2,37226,51,"male",NA
2,NA,1,1,50763,54,"male",NA
1,NA,2,0,30458,49,"male",NA
3,NA,2,1,30458,36,"female",NA
2,NA,1,1,30458,45,"female",NA
1,NA,2,1,37226,35,"female",NA
1,NA,3,1,24366,42,"female",NA
3,NA,1,1,60915,56,"male",NA
2,NA,1,0,30458,54,"female",NA
2,NA,2,0,18951,52,"female",NA
2,NA,3,0,18951,30,"female",NA
2,NA,3,0,37226,38,"female",NA
2,NA,2,1,18951,24,"male",NA
1,NA,1,0,2707,42,"male",NA
2,NA,1,0,24366,45,"male",NA
2,NA,3,1,18951,47,"female",NA
2,NA,2,0,24366,36,"male",NA
2,NA,2,0,30458,45,"male",NA
2,NA,2,1,60915,42,"male",NA
1,NA,2,1,60915,22,"female",NA
2,NA,1,2,37226,31,"male",NA
1,NA,1,2,37226,28,"female",NA
2,NA,3,1,NA,30,"female",NA
2,NA,3,3,30458,26,"male",NA
1,NA,2,3,24366,26,"male",NA
3,NA,3,1,43994,39,"female",NA
2,NA,1,0,NA,21,"male",NA
3,NA,1,0,NA,19,"female",NA
3,NA,2,0,8122,61,"female",NA
2,NA,3,1,30458,65,"male",NA
3,NA,2,0,2707,74,"female",NA
3,NA,1,4,60915,61,"male",NA
NA,NA,2,4,43994,64,"male",NA
2,NA,1,1,37226,24,"male",NA
2,NA,2,1,18951,45,"female",NA
NA,NA,2,1,37226,27,"female",NA
NA,NA,2,1,37226,32,"female",NA
2,NA,2,3,NA,48,"male",NA
1,NA,1,4,13537,29,"male",NA
1,NA,1,3,37226,29,"male",NA
2,NA,3,1,30458,23,"female",NA
3,NA,3,0,NA,85,"female",NA
3,NA,2,1,NA,32,"female",NA
2,NA,1,0,NA,67,"female",NA
1,NA,1,0,13537,53,"female",NA
2,NA,3,1,24366,28,"male",NA
2,NA,1,3,50763,27,"male",NA
2,NA,3,1,NA,19,"male",NA
2,NA,1,1,NA,34,"male",NA
1,NA,1,0,NA,47,"female",NA
2,NA,1,1,24366,36,"female",NA
2,NA,2,1,30458,38,"male",NA
3,NA,3,0,24366,55,"male",NA
2,NA,1,0,43994,38,"female",NA
2,NA,2,0,60915,32,"male",NA
1,NA,1,0,NA,76,"female",NA
2,NA,3,1,43994,20,"male",NA
1,NA,1,1,30458,63,"female",NA
1,NA,1,3,NA,55,"male",NA
2,NA,2,1,74452,48,"female",NA
2,NA,2,1,60915,56,"female",NA
1,NA,1,1,NA,46,"female",NA
2,NA,3,0,13537,65,"male",NA
2,NA,1,3,37226,34,"male",NA
2,NA,3,0,60915,74,"male",NA
2,NA,3,1,NA,28,"female",NA
2,NA,3,1,30458,36,"female",NA
2,NA,2,1,24366,52,"male",NA
3,NA,3,0,8122,33,"female",NA
2,NA,3,0,18951,64,"female",NA
1,NA,2,0,30458,29,"male",NA
2,NA,3,0,37226,33,"male",NA
2,NA,1,0,37226,18,"male",NA
3,NA,3,0,13537,65,"female",NA
3,NA,3,1,13537,23,"female",NA
2,NA,3,1,8122,41,"female",NA
2,NA,1,0,24366,49,"male",NA
1,NA,1,1,43994,50,"male",NA
3,NA,3,1,13537,24,"male",NA
3,NA,3,NA,30458,65,"male",NA
3,NA,3,1,13537,21,"female",NA
3,NA,2,1,8122,52,"female",NA
2,NA,1,0,8122,71,"female",NA
2,NA,1,0,13537,79,"female",NA
2,NA,1,0,8122,74,"female",NA
2,NA,2,4,30458,74,"female",NA
2,NA,2,1,18951,29,"male",NA
2,NA,1,4,24366,31,"male",NA
2,NA,2,NA,24366,35,"male",NA
3,NA,2,1,37226,53,"female",NA
2,NA,3,1,30458,41,"female",NA
3,NA,2,1,24366,26,"male",NA
2,NA,2,1,13537,51,"female",NA
2,NA,2,0,18951,56,"female",NA
3,NA,2,0,37226,19,"male",NA
2,NA,2,0,30458,25,"male",NA
2,NA,3,0,NA,69,"male",NA
2,NA,2,1,13537,72,"male",NA
3,NA,3,1,2707,56,"female",NA
2,NA,2,3,18951,53,"female",NA
2,NA,1,1,30458,60,"male",NA
2,NA,2,0,8122,64,"female",NA
2,NA,2,0,18951,51,"male",NA
1,NA,1,0,8122,68,"female",NA
2,NA,1,1,24366,27,"male",NA
1,NA,3,1,30458,54,"female",NA
1,NA,3,1,NA,33,"female",NA
1,NA,3,1,30458,40,"male",NA
2,NA,2,1,24366,26,"female",NA
2,NA,2,0,8122,84,"male",NA
2,NA,1,1,24366,34,"female",NA
3,NA,2,0,24366,59,"male",NA
2,NA,1,4,43994,53,"male",NA
2,NA,2,2,24366,29,"male",NA
2,NA,1,0,8122,75,"female",NA
3,NA,2,0,13537,73,"female",NA
2,NA,1,0,18951,63,"female",NA
2,NA,1,1,18951,34,"male",NA
2,NA,2,1,43994,51,"female",NA
3,NA,1,0,37226,43,"male",NA
2,NA,2,0,18951,45,"male",NA
1,NA,3,0,24366,34,"male",NA
2,NA,2,1,18951,58,"male",NA
1,NA,1,0,8122,59,"female",NA
2,NA,1,1,24366,35,"male",NA
1,NA,1,1,74452,56,"male",NA
1,NA,1,0,30458,29,"female",NA
1,NA,2,0,24366,30,"female",NA
2,NA,2,0,24366,52,"female",NA
1,NA,1,0,13537,44,"female",NA
1,NA,1,0,2707,59,"male",NA
2,NA,2,0,2707,63,"female",NA
1,NA,1,1,8122,35,"female",NA
1,NA,1,0,8122,26,"female",NA
1,NA,1,0,13537,50,"male",NA
1,NA,1,0,13537,42,"female",NA
2,NA,2,1,43994,24,"female",NA
2,NA,2,1,24366,64,"male",NA
2,NA,3,3,8122,30,"male",NA
1,NA,1,4,50763,34,"male",NA
3,NA,1,1,18951,64,"female",NA
2,NA,1,1,24366,27,"female",NA
2,NA,3,1,13537,23,"female",NA
2,NA,2,1,13537,21,"male",NA
2,NA,2,1,24366,30,"female",NA
2,NA,3,0,30458,19,"male",NA
2,NA,2,0,18951,51,"female",NA
3,NA,3,0,2707,78,"male",NA
1,NA,2,0,13537,64,"male",NA
2,NA,1,0,8122,73,"female",NA
1,NA,1,1,2707,88,"female",NA
2,NA,1,1,24366,38,"female",NA
2,NA,2,1,8122,67,"male",NA
1,NA,1,3,8122,77,"female",NA
2,NA,1,3,43994,61,"female",NA
3,NA,1,4,74452,62,"male",NA
2,NA,3,1,24366,72,"female",NA
1,NA,1,1,24366,60,"female",NA
3,NA,3,1,30458,23,"female",NA
1,NA,1,4,NA,41,"male",NA
1,NA,2,4,74452,40,"male",NA
2,NA,1,1,8122,25,"male",NA
2,NA,1,0,24366,77,"male",NA
2,NA,1,3,43994,25,"male",NA
2,NA,1,1,30458,21,"female",NA
2,NA,2,1,24366,52,"female",NA
1,NA,3,0,37226,22,"female",NA
2,NA,1,2,74452,23,"male",NA
2,NA,2,1,30458,31,"female",NA
3,NA,2,1,43994,36,"male",NA
1,NA,1,0,30458,32,"female",NA
1,NA,2,1,30458,50,"male",NA
2,NA,1,0,13537,77,"male",NA
1,NA,NA,1,NA,88,"female",NA
2,NA,3,1,NA,32,"female",NA
1,NA,2,1,13537,22,"male",NA
2,NA,2,1,24366,55,"female",NA
1,NA,1,0,18951,67,"male",NA
2,NA,2,0,2707,75,"female",NA
2,NA,1,3,43994,45,"male",NA
2,NA,3,0,30458,57,"male",NA
1,NA,2,1,8122,56,"female",NA
2,NA,2,1,37226,30,"female",NA
2,NA,2,1,50763,26,"male",NA
1,NA,3,0,30458,19,"male",NA
2,NA,3,0,8122,64,"female",NA
3,NA,2,0,2707,62,"male",NA
2,NA,2,1,18951,68,"male",NA
2,NA,2,NA,2707,63,"female",NA
2,NA,3,1,2707,48,"male",NA
2,NA,1,0,8122,28,"female",NA
2,NA,2,0,2707,75,"female",NA
2,NA,2,1,24366,23,"female",NA
1,NA,2,0,2707,72,"female",NA
2,NA,2,1,37226,39,"male",NA
3,NA,3,1,18951,30,"male",NA
3,NA,3,1,13537,29,"male",NA
1,NA,3,1,30458,33,"female",NA
2,NA,1,1,50763,43,"male",NA
2,NA,2,1,24366,51,"female",NA
1,NA,1,1,18951,27,"female",NA
2,NA,2,1,37226,49,"female",NA
3,NA,2,1,37226,56,"male",NA
1,NA,2,1,37226,49,"male",NA
1,NA,1,0,30458,50,"male",NA
1,NA,2,1,24366,39,"female",NA
2,NA,2,1,NA,43,"male",NA
2,NA,3,1,8122,20,"male",NA
2,NA,2,1,18951,34,"male",NA
2,NA,2,1,13537,75,"female",NA
2,NA,3,1,13537,53,"female",NA
2,NA,3,0,13537,29,"male",NA
2,NA,1,3,43994,55,"male",NA
1,NA,3,1,24366,29,"female",NA
2,NA,2,0,30458,51,"male",NA
3,NA,2,0,30458,45,"female",NA
3,NA,2,1,60915,50,"male",NA
2,NA,3,1,13537,50,"female",NA
2,NA,2,1,30458,33,"male",NA
1,NA,1,1,13537,29,"female",NA
2,NA,1,1,37226,23,"female",NA
2,NA,3,0,8122,67,"female",NA
1,NA,2,0,24366,26,"male",NA
2,NA,2,0,30458,36,"female",NA
2,NA,1,0,30458,30,"male",NA
2,NA,3,0,18951,48,"male",NA
2,NA,1,0,37226,46,"male",NA
2,NA,1,0,13537,59,"female",NA
2,NA,2,1,24366,61,"female",NA
1,NA,1,1,37226,NA,"female",NA
1,NA,1,1,50763,23,"male",NA
3,NA,2,1,24366,21,"male",NA
3,NA,3,1,30458,32,"male",NA
1,NA,2,1,13537,68,"male",NA
2,NA,2,1,50763,21,"female",NA
2,NA,2,1,24366,25,"male",NA
3,NA,1,0,18951,49,"female",NA
2,NA,2,0,18951,23,"female",NA
2,NA,3,1,NA,22,"female",NA
2,NA,1,1,30458,24,"male",NA
2,NA,2,0,NA,78,"female",NA
3,NA,2,0,13537,60,"male",NA
2,NA,2,0,13537,83,"male",NA
1,NA,3,NA,24366,43,"male",NA
2,NA,1,3,NA,58,"female",NA
1,NA,3,3,24366,27,"male",NA
1,NA,2,1,13537,30,"female",NA
2,NA,1,1,24366,44,"male",NA
3,NA,2,1,30458,28,"female",NA
2,NA,2,3,30458,58,"male",NA
1,NA,1,0,30458,61,"male",NA
2,NA,2,1,43994,36,"female",NA
2,NA,3,3,NA,63,"male",NA
2,NA,2,0,30458,38,"male",NA
3,NA,2,1,18951,55,"female",NA
2,NA,1,2,NA,41,"female",NA
1,NA,2,1,24366,74,"male",NA
2,NA,2,1,37226,34,"male",NA
2,NA,3,1,13537,43,"female",NA
2,NA,1,3,NA,54,"male",NA
3,NA,2,1,13537,25,"female",NA
2,NA,3,1,8122,20,"female",NA
2,NA,2,0,8122,70,"female",NA
1,NA,1,1,24366,52,"male",NA
1,NA,2,0,18951,68,"male",NA
2,NA,3,1,2707,24,"male",NA
2,NA,1,1,74452,51,"male",NA
1,NA,2,1,37226,43,"female",NA
3,NA,2,1,24366,50,"male",NA
1,NA,1,1,37226,30,"male",NA
3,NA,1,1,NA,59,"male",NA
1,NA,2,0,18951,87,"male",NA
1,NA,2,1,30458,26,"female",NA
1,NA,1,4,37226,52,"female",NA
2,NA,2,1,30458,27,"female",NA
1,NA,1,4,74452,47,"female",NA
2,NA,3,3,74452,37,"male",NA
2,NA,3,1,NA,50,"male",NA
1,NA,1,3,NA,44,"female",NA
1,NA,1,1,24366,77,"female",NA
3,NA,3,1,NA,74,"male",NA
2,NA,1,3,50763,30,"female",NA
1,NA,1,3,NA,35,"female",NA
1,NA,2,3,43994,76,"female",NA
1,NA,1,4,60915,35,"male",NA
2,NA,2,1,18951,58,"female",NA
1,NA,1,3,50763,31,"female",NA
2,NA,1,1,NA,51,"female",NA
1,NA,2,1,60915,53,"male",NA
3,NA,2,1,60915,51,"male",NA
1,NA,1,1,74452,46,"female",NA
2,NA,2,0,NA,18,"male",NA
1,NA,1,4,NA,69,"male",NA
1,NA,1,1,37226,59,"female",NA
2,NA,1,1,37226,52,"male",NA
2,NA,2,0,30458,40,"female",NA
3,NA,3,1,13537,66,"male",NA
2,NA,2,1,50763,46,"female",NA
2,NA,2,0,30458,57,"male",NA
2,NA,3,1,24366,30,"male",NA
2,NA,2,1,NA,19,"male",NA
2,NA,2,0,30458,42,"female",NA
3,NA,3,1,8122,29,"male",NA
2,NA,3,1,13537,29,"female",NA
2,NA,3,1,18951,23,"female",NA
3,NA,3,0,8122,66,"female",NA
3,NA,1,0,2707,43,"female",NA
1,NA,1,1,30458,45,"male",NA
3,NA,3,0,8122,68,"male",NA
3,NA,1,0,30458,40,"male",NA
2,NA,2,0,NA,54,"female",NA
2,NA,2,1,18951,26,"female",NA
2,NA,1,0,18951,66,"male",NA
2,NA,2,0,30458,55,"male",NA
3,NA,2,0,2707,72,"female",NA
2,NA,1,0,8122,65,"male",NA
1,NA,2,3,NA,23,"female",NA
1,NA,1,1,24366,57,"female",NA
2,NA,2,1,24366,34,"male",NA
1,NA,1,0,8122,64,"male",NA
3,NA,3,1,18951,42,"male",NA
3,NA,2,1,30458,25,"male",NA
2,NA,3,1,43994,25,"female",NA
3,NA,2,0,50763,74,"male",NA
2,NA,2,3,43994,37,"male",NA
2,NA,3,1,18951,43,"female",NA
2,NA,2,1,30458,67,"female",NA
1,NA,1,2,NA,57,"female",NA
2,NA,2,1,13537,65,"female",NA
2,NA,2,1,50763,33,"female",NA
2,NA,2,1,18951,66,"female",NA
2,NA,2,3,30458,35,"male",NA
2,NA,2,1,30458,20,"male",NA
2,NA,1,1,50763,22,"male",NA
3,NA,1,1,60915,20,"male",NA
3,NA,3,0,43994,22,"female",NA
3,NA,2,1,30458,48,"male",NA
1,NA,1,1,43994,35,"male",NA
1,NA,2,1,30458,45,"male",NA
2,NA,2,2,30458,34,"male",NA
2,NA,2,1,24366,37,"male",NA
2,NA,1,1,30458,47,"female",NA
1,NA,1,3,30458,59,"female",NA
1,NA,1,0,60915,23,"female",NA
2,NA,2,1,43994,29,"female",NA
2,NA,2,3,37226,45,"male",NA
2,NA,1,3,43994,58,"male",NA
2,NA,2,0,8122,23,"male",NA
3,NA,2,3,43994,36,"male",NA
2,NA,2,1,24366,36,"female",NA
2,NA,3,3,NA,76,"male",NA
2,NA,2,1,37226,42,"female",NA
2,NA,2,3,50763,34,"female",NA
1,NA,2,1,NA,30,"female",NA
1,NA,1,3,50763,30,"female",NA
1,NA,1,0,NA,45,"female",NA
1,NA,1,0,NA,26,"female",NA
2,NA,2,0,8122,72,"female",NA
2,NA,2,0,NA,30,"female",NA
3,NA,3,0,8122,57,"male",NA
1,NA,NA,0,8122,47,"male",NA
2,NA,2,0,2707,70,"male",NA
3,NA,2,NA,8122,20,"male",NA
1,NA,1,1,74452,77,"female",NA
3,NA,2,1,24366,73,"male",NA
1,NA,1,1,13537,65,"female",NA
1,NA,2,1,30458,55,"male",NA
2,NA,2,1,NA,64,"female",NA
2,NA,2,3,37226,33,"male",NA
3,NA,2,0,24366,19,"male",NA
2,NA,1,0,NA,89,"female",NA
2,NA,1,0,24366,53,"female",NA
3,NA,3,0,74452,49,"male",NA
2,NA,3,0,2707,57,"female",NA
2,NA,3,0,8122,70,"male",NA
2,NA,2,0,24366,49,"female",NA
2,NA,2,0,8122,76,"male",NA
2,NA,2,0,24366,51,"male",NA
2,NA,1,0,8122,60,"female",NA
1,NA,2,0,18951,54,"female",NA
2,NA,3,0,8122,71,"female",NA
3,NA,3,1,24366,38,"male",NA
3,NA,3,0,8122,63,"male",NA
2,NA,3,0,8122,78,"male",NA
2,NA,1,3,18951,26,"female",NA
2,NA,2,0,8122,66,"female",NA
1,NA,2,0,8122,65,"male",NA
2,NA,3,3,37226,25,"male",NA
2,NA,2,0,24366,34,"female",NA
3,NA,2,1,50763,65,"female",NA
2,NA,2,0,2707,81,"female",NA
2,NA,1,0,13537,79,"male",NA
1,NA,1,3,50763,80,"male",NA
3,NA,1,1,74452,62,"female",NA
1,NA,3,1,30458,25,"male",NA
3,NA,2,0,13537,75,"male",NA
2,NA,2,0,8122,25,"female",NA
1,NA,1,1,18951,46,"female",NA
1,NA,2,0,8122,20,"male",NA
1,NA,1,0,37226,33,"female",NA
2,NA,1,0,24366,50,"female",NA
1,NA,1,0,2707,62,"male",NA
2,NA,3,0,24366,28,"male",NA
2,NA,2,1,18951,43,"female",NA
3,NA,3,0,18951,31,"female",NA
3,NA,1,0,NA,63,"female",NA
2,NA,1,1,8122,20,"male",NA
2,NA,2,0,24366,29,"male",NA
2,NA,2,0,18951,24,"male",NA
2,NA,2,1,NA,36,"male",NA
2,NA,1,1,18951,48,"female",NA
1,NA,3,3,37226,48,"male",NA
1,NA,2,0,24366,47,"male",NA
1,NA,1,1,30458,53,"female",NA
1,NA,1,2,18951,32,"female",NA
2,NA,1,0,8122,68,"female",NA
1,NA,2,1,18951,38,"female",NA
2,NA,3,1,8122,29,"male",NA
2,NA,2,0,18951,40,"female",NA
2,NA,2,0,2707,89,"male",NA
2,NA,2,0,2707,72,"female",NA
2,NA,3,0,8122,45,"male",NA
2,NA,1,0,18951,60,"male",NA
2,NA,2,1,24366,24,"male",NA
2,NA,2,1,50763,31,"male",NA
2,NA,2,1,NA,24,"male",NA
2,NA,1,1,NA,51,"female",NA
3,NA,2,4,60915,48,"male",NA
3,NA,2,2,43994,44,"female",NA
2,NA,1,0,37226,35,"female",NA
1,NA,1,1,30458,33,"female",NA
3,NA,1,1,43994,42,"male",NA
1,NA,1,1,43994,29,"male",NA
1,NA,1,0,30458,52,"male",NA
2,NA,2,0,50763,36,"female",NA
2,NA,3,0,30458,27,"male",NA
1,NA,2,0,24366,48,"female",NA
2,NA,2,0,30458,60,"female",NA
1,NA,1,1,2707,68,"female",NA
1,NA,1,1,60915,45,"male",NA
2,NA,2,3,13537,23,"male",NA
2,NA,2,1,18951,27,"male",NA
2,NA,2,1,18951,25,"female",NA
1,NA,2,1,37226,20,"female",NA
2,NA,1,1,37226,22,"male",NA
2,NA,2,3,60915,72,"female",NA
2,NA,2,1,18951,38,"female",NA
2,NA,2,3,30458,26,"female",NA
1,NA,1,0,8122,66,"female",NA
2,NA,3,0,8122,34,"female",NA
2,NA,3,0,13537,30,"female",NA
3,NA,1,0,NA,53,"female",NA
2,NA,2,0,2707,37,"female",NA
1,NA,2,0,2707,68,"male",NA
1,NA,2,0,37226,47,"male",NA
2,NA,3,1,NA,23,"male",NA
2,NA,2,0,NA,55,"male",NA
2,NA,3,1,NA,20,"male",NA
2,NA,3,1,37226,37,"female",NA
2,NA,2,1,37226,40,"male",NA
2,NA,2,0,NA,65,"female",NA
1,NA,1,0,43994,28,"female",NA
2,NA,2,1,37226,46,"female",NA
1,NA,1,1,NA,60,"male",NA
2,NA,1,1,60915,19,"male",NA
3,NA,3,1,24366,32,"male",NA
1,NA,1,0,2707,62,"female",NA
1,NA,1,1,30458,63,"female",NA
1,NA,1,1,13537,64,"female",NA
2,NA,2,1,37226,46,"male",NA
1,NA,2,1,30458,57,"female",NA
3,NA,2,0,18951,47,"male",NA
1,NA,2,0,18951,64,"male",NA
1,NA,1,1,NA,48,"female",NA
3,NA,3,0,13537,61,"female",NA
2,NA,2,0,2707,60,"female",NA
3,NA,3,2,24366,29,"male",NA
1,NA,3,1,30458,30,"female",NA
2,NA,2,1,30458,52,"male",NA
1,NA,2,0,24366,45,"male",NA
1,NA,1,3,24366,78,"male",NA
3,NA,2,2,37226,36,"male",NA
2,NA,2,1,18951,82,"female",NA
2,NA,2,1,74452,41,"female",NA
2,NA,3,1,30458,39,"female",NA
3,NA,3,1,30458,26,"male",NA
3,NA,3,NA,24366,64,"male",NA
2,NA,2,1,43994,47,"male",NA
2,NA,1,1,37226,21,"female",NA
1,NA,2,0,50763,20,"male",NA
1,NA,2,1,37226,59,"female",NA
2,NA,2,1,30458,25,"female",NA
1,NA,2,3,18951,49,"female",NA
2,NA,3,1,18951,26,"female",NA
2,NA,2,1,24366,30,"female",NA
2,NA,2,1,30458,27,"female",NA
1,NA,2,1,43994,33,"male",NA
2,NA,1,3,74452,26,"male",NA
2,NA,3,2,60915,59,"male",NA
1,NA,1,0,8122,80,"male",NA
2,NA,3,1,8122,22,"male",NA
3,NA,2,1,37226,49,"male",NA
1,NA,2,1,NA,48,"female",NA
3,NA,1,0,50763,34,"male",NA
3,NA,3,1,8122,38,"female",NA
1,NA,2,0,NA,30,"female",NA
2,NA,2,0,18951,54,"female",NA
1,NA,1,0,8122,75,"male",NA
1,NA,3,0,13537,56,"female",NA
3,NA,2,NA,24366,19,"male",NA
2,NA,2,1,30458,44,"female",NA
2,NA,2,0,NA,53,"male",NA
2,NA,2,0,NA,35,"female",NA
2,NA,1,1,50763,46,"male",NA
2,NA,1,1,74452,20,"female",NA
3,NA,2,1,13537,50,"female",NA
1,NA,1,1,NA,51,"male",NA
3,NA,2,0,30458,52,"male",NA
2,NA,2,1,8122,72,"female",NA
2,NA,3,0,2707,60,"male",NA
3,NA,3,0,13537,22,"male",NA
3,NA,3,0,2707,39,"male",NA
2,NA,3,0,2707,57,"female",NA
2,NA,2,0,8122,54,"female",NA
NA,NA,3,0,2707,49,"female",NA
2,NA,3,0,2707,62,"female",NA
2,NA,2,0,8122,51,"male",NA
3,NA,3,0,2707,73,"female",NA
2,NA,2,1,30458,27,"female",NA
1,NA,1,0,2707,68,"male",NA
2,NA,1,0,13537,44,"male",NA
3,NA,3,0,2707,67,"male",NA
3,NA,2,0,2707,78,"female",NA
2,NA,2,0,18951,60,"female",NA
2,NA,1,0,43994,48,"male",NA
2,NA,2,0,37226,78,"female",NA
1,NA,1,1,60915,47,"female",NA
2,NA,2,1,37226,24,"female",NA
2,NA,2,0,8122,75,"male",NA
1,NA,3,0,8122,78,"male",NA
2,NA,2,1,13537,24,"male",NA
2,NA,2,0,37226,56,"male",NA
3,NA,2,1,24366,19,"male",NA
2,NA,1,NA,13537,29,"female",NA
2,NA,1,0,2707,32,"female",NA
1,NA,1,1,37226,21,"female",NA
3,NA,3,1,2707,27,"female",NA
3,NA,3,1,2707,19,"male",NA
3,NA,2,1,2707,56,"male",NA
2,NA,2,0,24366,62,"male",NA
3,NA,2,1,30458,47,"male",NA
1,NA,2,1,24366,43,"male",NA
2,NA,3,1,43994,39,"male",NA
2,NA,2,0,37226,42,"female",NA
2,NA,2,0,43994,44,"male",NA
3,NA,2,1,50763,22,"male",NA
2,NA,1,1,37226,34,"female",NA
2,NA,1,1,37226,57,"female",NA
2,NA,2,1,18951,58,"female",NA
2,NA,2,4,13537,80,"female",NA
1,NA,1,1,8122,73,"female",NA
1,NA,2,1,30458,61,"female",NA
1,NA,1,1,NA,48,"female",NA
2,NA,2,1,37226,60,"male",NA
1,NA,3,1,37226,30,"female",NA
3,NA,2,NA,24366,49,"male",NA
3,NA,2,4,13537,65,"male",NA
1,NA,1,3,30458,56,"male",NA
2,NA,2,1,37226,40,"male",NA
2,NA,1,1,NA,22,"male",NA
NA,NA,2,1,NA,23,"female",NA
2,NA,2,1,NA,21,"female",NA
3,NA,3,1,NA,22,"male",NA
1,NA,1,NA,NA,24,"male",NA
2,NA,2,1,30458,51,"female",NA
2,NA,1,1,NA,21,"male",NA
2,NA,1,1,NA,22,"female",NA
2,NA,1,1,24366,44,"female",NA
3,NA,2,4,74452,32,"male",NA
2,NA,2,1,18951,42,"female",NA
1,NA,3,1,30458,34,"female",NA
